Frequenza,Territorio,Indicatore,Rito di celebrazione del matrimonio,Anno di nascita,Età al matrimonio,Stato civile,Anno di cessazione precedente matrimonio,Durata vedovanza/divorzio,Titolo di studio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,5 anni,totale,2015,503,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,6 anni,totale,2015,619,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,6 anni,totale,2016,492,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,7 anni,totale,2016,538,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,7 anni,totale,2017,455,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,8 anni,totale,2017,536,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,8 anni,totale,2018,398,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,9 anni,totale,2018,474,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,9 anni,totale,2019,321,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,10 anni,totale,2020,280,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,10 anni,totale,2021,330,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,11 anni,totale,2021,450,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,11 anni,totale,2022,342,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,12 anni,totale,2022,437,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,12 anni,totale,2023,369,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,13 anni,totale,2023,419,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,13 anni,totale,2024,293,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,14 anni,totale,2024,370,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,4 anni,totale,2015,559,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,5 anni,totale,2015,670,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,5 anni,totale,2016,495,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,6 anni,totale,2016,599,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,6 anni,totale,2017,537,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,7 anni,totale,2017,536,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,7 anni,totale,2018,460,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,8 anni,totale,2018,529,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,8 anni,totale,2019,370,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,9 anni,totale,2019,425,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2010,9 anni,totale,2020,211,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,10 anni,totale,2021,421,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,10 anni,totale,2022,395,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,11 anni,totale,2022,438,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,11 anni,totale,2023,346,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,12 anni,totale,2023,424,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,12 anni,totale,2024,339,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,13 anni,totale,2024,361,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,3 anni,totale,2015,578,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,4 anni,totale,2015,720,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,4 anni,totale,2016,544,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,5 anni,totale,2016,591,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,5 anni,totale,2017,580,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,6 anni,totale,2017,600,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,6 anni,totale,2018,407,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,7 anni,totale,2018,520,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,7 anni,totale,2019,413,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,8 anni,totale,2019,515,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,8 anni,totale,2020,239,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,9 anni,totale,2020,322,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2011,9 anni,totale,2021,349,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,10 anni,totale,2022,456,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,10 anni,totale,2023,348,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,11 anni,totale,2023,432,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,11 anni,totale,2024,338,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,12 anni,totale,2024,379,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,2 anni,totale,2015,627,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,3 anni,totale,2015,809,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,3 anni,totale,2016,570,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,4 anni,totale,2016,657,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,4 anni,totale,2017,541,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,5 anni,totale,2017,619,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,5 anni,totale,2018,487,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,6 anni,totale,2018,538,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,6 anni,totale,2019,449,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,7 anni,totale,2019,537,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,7 anni,totale,2020,293,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,8 anni,totale,2020,344,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,8 anni,totale,2021,364,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,9 anni,totale,2021,402,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2012,9 anni,totale,2022,405,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,1 anni,totale,2015,884,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,10 anni,totale,2023,447,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,10 anni,totale,2024,330,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,11 anni,totale,2024,409,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,2 anni,totale,2015,938,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,2 anni,totale,2016,708,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,3 anni,totale,2016,817,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,3 anni,totale,2017,657,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,4 anni,totale,2017,711,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,4 anni,totale,2018,482,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,5 anni,totale,2018,577,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,5 anni,totale,2019,445,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,6 anni,totale,2019,505,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,6 anni,totale,2020,275,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,7 anni,totale,2020,381,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,7 anni,totale,2021,345,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,8 anni,totale,2021,459,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,8 anni,totale,2022,416,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,9 anni,totale,2022,471,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2013,9 anni,totale,2023,372,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,0 anni,totale,2015,1439,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,1 anni,totale,2015,1461,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,1 anni,totale,2016,920,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,10 anni,totale,2024,477,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,2 anni,totale,2016,1015,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,2 anni,totale,2017,736,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,3 anni,totale,2017,816,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,3 anni,totale,2018,561,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,4 anni,totale,2018,667,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,4 anni,totale,2019,537,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,5 anni,totale,2019,623,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,5 anni,totale,2020,274,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,6 anni,totale,2020,364,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,6 anni,totale,2021,376,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,7 anni,totale,2021,519,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,7 anni,totale,2022,436,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,8 anni,totale,2022,550,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,8 anni,totale,2023,415,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,9 anni,totale,2023,506,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2014,9 anni,totale,2024,369,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,0 anni,totale,2015,1715,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,0 anni,totale,2016,2176,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,1 anni,totale,2016,2019,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,1 anni,totale,2017,1399,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,2 anni,totale,2017,1275,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,2 anni,totale,2018,1081,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,3 anni,totale,2018,1125,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,3 anni,totale,2019,927,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,4 anni,totale,2019,902,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,4 anni,totale,2020,520,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,5 anni,totale,2020,642,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,5 anni,totale,2021,706,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,6 anni,totale,2021,825,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,6 anni,totale,2022,762,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,7 anni,totale,2022,830,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,7 anni,totale,2023,751,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,8 anni,totale,2023,758,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,8 anni,totale,2024,579,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2015,9 anni,totale,2024,573,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,0 anni,totale,2016,1897,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,0 anni,totale,2017,1824,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,1 anni,totale,2017,1957,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,1 anni,totale,2018,1296,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,2 anni,totale,2018,1496,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,2 anni,totale,2019,1019,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,3 anni,totale,2019,1151,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,3 anni,totale,2020,568,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,4 anni,totale,2020,794,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,4 anni,totale,2021,746,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,5 anni,totale,2021,995,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,5 anni,totale,2022,827,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,6 anni,totale,2022,1057,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,6 anni,totale,2023,731,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,7 anni,totale,2023,891,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,7 anni,totale,2024,670,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2016,8 anni,totale,2024,825,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,0 anni,totale,2017,1505,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,0 anni,totale,2018,1737,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,1 anni,totale,2018,1916,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,1 anni,totale,2019,1161,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,2 anni,totale,2019,1299,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,2 anni,totale,2020,582,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,3 anni,totale,2020,787,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,3 anni,totale,2021,810,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,4 anni,totale,2021,1060,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,4 anni,totale,2022,832,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,5 anni,totale,2022,934,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,5 anni,totale,2023,757,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,6 anni,totale,2023,978,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,6 anni,totale,2024,649,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2017,7 anni,totale,2024,826,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2018,0 anni,totale,2018,1414,,24_447_DF_DCIS_SPOSI_3
