Frequenza,Territorio,Indicatore,Rito di esaurimento,Periodo tra la separazione e l'iscrizione a ruolo del procedimento,Modalità di esaurimento,Con figli affidati,Durata del matrimonio,Anno di matrimonio,Numero di figli,Coniuge che ha presentato la domanda di divorzio con rito giudiziale,Tipo di affidamento,Numero di figli affidati,Età dei figli affidati,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Valle d'Aosta / Vallée d'Aoste,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,21,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,2286,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,2242,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,2372,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,2230,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,2093,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,2062,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,2010,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,20,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,22,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,18,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,17,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,12,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,10,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,18,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,300,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,351,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,422,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,342,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,357,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,364,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,352,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,541,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,658,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,820,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,579,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,636,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,628,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,618,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,221,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,285,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,380,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,220,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,267,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,254,,27_814_DF_DCIS_DIVFIG_10
annuale,Liguria,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,248,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,11006,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,10490,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,11244,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,10392,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,10020,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,10336,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,10110,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,95,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,100,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,84,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,85,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,115,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,82,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,71,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,1563,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,1417,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,1286,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,1426,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,1269,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,1386,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,1235,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,2838,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,2654,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,2417,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,2754,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,2492,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,2664,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,2420,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,1180,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,1137,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,1047,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,1243,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,1108,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,1196,,27_814_DF_DCIS_DIVFIG_10
annuale,Lombardia,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,1114,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,12164,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,11702,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,10383,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,11484,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,10775,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,11187,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,10317,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,106,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,92,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,77,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,87,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,151,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,85,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,93,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,1440,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,1723,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,1279,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,1499,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,1270,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,1405,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,1340,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2008,2620,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2009,3109,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2010,2483,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2011,2767,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2012,2444,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2013,2579,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,totale,2014,2552,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2008,1074,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2009,1294,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2010,1127,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2011,1181,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2012,1023,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2013,1089,,27_814_DF_DCIS_DIVFIG_10
annuale,Nord-est,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,totale,2014,1120,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2008,517,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2009,476,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2010,492,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2011,526,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2012,508,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2013,491,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,totale,2014,473,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2008,3,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2009,1,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2010,3,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2011,8,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2012,2,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2013,1,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,totale,2014,2,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2008,57,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2009,61,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2010,72,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2011,68,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2012,70,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2013,60,,27_814_DF_DCIS_DIVFIG_10
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,totale,2014,70,,27_814_DF_DCIS_DIVFIG_10
