Frequenza,Territorio,Indicatore,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Valle d'Aosta / Vallée d'Aoste,numero di separazioni esaurite con rito consensuale,2011,210,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,numero di separazioni esaurite con rito consensuale,2012,213,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,numero di separazioni esaurite con rito consensuale,2013,175,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,numero di separazioni esaurite con rito consensuale,2014,184,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2007,2.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2008,2.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Valle d'Aosta / Vallée d'Aoste,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2007,1210,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2008,993,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2009,1176,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2010,1099,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2011,988,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2012,992,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2013,744,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione giudiziale (in giorni),2014,756,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2007,170,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2008,165,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2009,171,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2010,157,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2011,164,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2012,140,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2013,125,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,durata media del procedimento di separazione consensuale (in giorni),2014,114,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2007,91.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2008,92.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2009,91.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2010,90,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2011,90.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2012,90.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2013,89.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni esaurite con rito consensuale (valori percentuali),2014,88.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2007,3109,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2008,3285,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2009,2955,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2010,2921,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2011,3082,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2012,3060,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2013,2688,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse,2014,2807,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2007,381.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2008,406.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2009,366.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2010,364.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2011,395.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2012,405.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2013,356,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,separazioni concesse rispetto ai coniugati (valori per centomila),2014,372,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2007,2835,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2008,3035,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2009,2698,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2010,2628,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2011,2786,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2012,2771,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2013,2405,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,numero di separazioni esaurite con rito consensuale,2014,2480,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2007,2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2008,2.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2011,2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2012,2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Liguria,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2007,773,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2008,721,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2009,715,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2010,687,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2011,691,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2012,695,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2013,688,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione giudiziale (in giorni),2014,618,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2007,130,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2008,151,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2009,136,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2010,118,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2011,111,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2012,108,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2013,105,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,durata media del procedimento di separazione consensuale (in giorni),2014,115,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2007,89.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2008,89.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2009,88,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2010,87.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2011,85.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2012,86.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2013,85.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni esaurite con rito consensuale (valori percentuali),2014,87.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2007,14479,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2008,14058,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2009,14920,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2010,15592,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2011,15106,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2012,14708,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2013,14337,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse,2014,15614,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2007,301.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2008,289.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2009,307.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2010,320.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2011,315.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2012,311.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2013,301.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,separazioni concesse rispetto ai coniugati (valori per centomila),2014,326.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2007,12922,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2008,12543,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2009,13135,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2010,13708,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2011,12912,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2012,12752,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2013,12223,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,numero di separazioni esaurite con rito consensuale,2014,13673,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Lombardia,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2007,836,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2008,753,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2009,815,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2010,726,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2011,716,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2012,723,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2013,742,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione giudiziale (in giorni),2014,635,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2007,121,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2008,118,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2009,113,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2010,112,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2011,124,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2012,126,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2013,111,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,durata media del procedimento di separazione consensuale (in giorni),2014,116,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2007,88.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2008,88.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2009,87.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2010,87.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2011,86.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2012,86.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2013,86,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni esaurite con rito consensuale (valori percentuali),2014,86.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2007,15818,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2008,16033,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2009,16261,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2010,15652,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2011,15910,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2012,15448,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2013,15795,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse,2014,15247,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2007,283.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2008,284.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2009,288.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2010,277.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2011,285.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2012,281,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2013,286.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,separazioni concesse rispetto ai coniugati (valori per centomila),2014,276,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2007,13977,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2008,14252,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2009,14167,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2010,13665,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2011,13734,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2012,13373,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Nord-est,numero di separazioni esaurite con rito consensuale,2013,13591,,27_349_DF_DCIS_SEPARAZIND_1
